#sortabletable(|String|String|String|Number|String|String|String|String|Number|Number|Number|Number|Number|String|String|String,1){{
|~画像|~名前|~属性|~武器種|~適正&br;Rank|~奥義|~第1スキル|~第2スキル|~第3スキル|~MAX&br;Lv|~Min&br;HP|~Min&br;ATK|~Max&br;HP|~Max&br;ATK|~武器シリーズ/分類|~カテゴリ1&br;(関連コンテンツ)|~カテゴリ2&br;(詳細・その他)|h
|&attachref(img/1040419000.png,15%);|[[究極不変のダイアグラム>武器/究極不変のダイアグラム (SSR)]]|COLOR(orange):光|杖||[[シュルティ・スムリティ>武器奥義#shurtysmurity]]|[[天光の必殺>スキル一覧#tenkounohissatu]]||||60|300|320|1990|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[シヴァ (SSR)水着バージョン]]加入|
|&attachref(img/1040419100.png,15%);|[[アーソン・ブレイズ>武器/アーソン・ブレイズ (SSR)]]|COLOR(red):火|杖||[[地裂炎柱>武器奥義#tiretuentyuu]]|[[紅蓮の攻刃>スキル一覧#gurennokoujin]]|[[火の技巧>スキル一覧#hinogikou]]|[[スカーレット・クラフト>スキル一覧#scarletcraft]]|150|44|360|280|2190|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[エルモート (SSR)]]加入|
|&attachref(img/1040419200.png,11%);|[[スケブ練習帳>武器/スケブ練習帳 (SSR)]]|COLOR(orange):光|杖||[[今日も推しが尊い>武器奥義#kyoumooshi]]|[[シャインオブアームズ>スキル一覧#shineofarms]]|[[秘技の拵え>スキル一覧#higinokoshirae]]|||34|293|206|1850|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/シナリオイベント|いめちゅん！|
|&attachref(img/1040419300.png,15%);|[[君と僕の桃色水平線>武器/君と僕の桃色水平線 (SSR)]]|COLOR(orange):光|杖|10|[[シークレット・ファンジーン>武器奥義#secretfanzine]]|[[雷電の恩寵>スキル一覧#raidennoontyou]]|[[光の守護>スキル一覧#hikarinosyugo]]|||50|350|290|2140|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[ルナール(アナザーver) (SSR)>ルナール (SSR)アナザーバージョン]]加入|
|&attachref(img/1040419400.png,15%);|[[サイレントナイトリークス>武器/サイレントナイトリークス (SSR)]]|COLOR(brown):土|杖||[[セイントナイト・ワルツ>武器奥義#seintnightwaltz]]|[[地裂の技巧>スキル一覧#tiretunogikou]]|[[土の治癒>スキル一覧#tutinotiyu]]|[[大地の渾身>スキル一覧#daichinokonshin]]|150|60|295|300|2088|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[アンスリア(クリスマスver) (SSR)>アンスリア (SSR)クリスマスバージョン]]加入|
|&attachref(img/1040419500.png,15%);|[[第十酉行杖>武器/第十酉行杖 (SSR)]]|COLOR(orange):光|杖||[[凍鶏氷釈・酉之飾>武器奥義#toukaihyousyaku]]|[[天光の攻刃>スキル一覧#tennkounokoujin]]|[[ゴールデン・アーツ>スキル一覧#goldenarts]]|[[チックホーリーナイト>スキル一覧#ticholynight]]|150|43|384|255|2313|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[マキラ(クリスマスver) (SSR)>マキラ (SSR)クリスマスバージョン]]加入|
|&attachref(img/1040419600.png,15%);|[[ラムスンド・ミーレス>武器/ラムスンド・ミーレス (SSR)]]|COLOR(purple):闇|杖||[[ルニック・レペーテル>武器奥義#runic]]|[[ボルテージ・オブ・スタッフII>スキル一覧#voltageofstaff]]|[[煉の剛毅>スキル一覧#rennogouki]]|| |36|316|241|1857|[[ミーレスシリーズ>武器概要/ミーレスシリーズ]]|[[レプリカルド・サンドボックス]]|「剣掲げる行軍の地」のエリアボスドロップ|
|&attachref(img/1040419700.png,15%);|[[ビガ・エドフ>武器/ビガ・エドフ (SSR)]]|COLOR(purple):闇|杖||[[サルコファガス>武器奥義#sarukofagas]]|[[煉の洗礼>スキル一覧#rennosenrei]]|[[憎悪の背水>スキル一覧#zouonohaisui]]|||37|353|252|2069|[[エニアドシリーズ>武器概要/エニアドシリーズ]]|マルチバトル/エニアドHL|オシリスHL|
|&attachref(img/1040419800.png,15%);|[[リトルブーケフルール>武器/リトルブーケフルール (SSR)]]|COLOR(green):風|杖||[[若葉の煌めき>武器奥義#wakabanokirameki]]|[[乱気の治癒>スキル一覧#rankinotiyu]]|[[竜巻の神威>スキル一覧#tatumakinokamui]]|||45|350|290|2140|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[ユグドラシル(風属性ver) (SSR)>ユグドラシル (SSR)風属性バージョン]]加入|
|&attachref(img/1040419900.png,15%);|[[月刊キラメキ ＶｏＬ.29>武器/月刊キラメキ ＶｏＬ.29 (SSR)]]|COLOR(red):火|杖||[[キラ・メキ>武器奥義#kirameki]]|[[紅蓮の渾身>スキル一覧#gurennokonshin]]||||50|350|300|2090|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[リルル(火属性ver) (SSR)>リルル (SSR)火属性バージョン]]加入|
|&attachref(img/1040500000.png,15%);|ガストラフェテス|COLOR(brown):土|銃|20|[[バレットビート++>武器奥義#barrettend]]|[[地裂の攻刃II>スキル一覧#tiretunokoujin2]]|[[大地の見切>スキル一覧#daichinomikiri]]||150|32|460|226|3370|[[ヴィンテージシリーズ>武器概要/ヴィンテージシリーズ]]|ムーン交換|ゴールドムーン×30|
|&attachref(img/1040500200.png,15%);|グラッドアイ|COLOR(red):火|銃|10|[[オルタ++>武器奥義#oltaend]]|[[紅蓮の攻刃II>スキル一覧#gurennokoujin2]]|[[業火の二手>スキル一覧#goukanonite]]||150|28|460|218|3260|[[ヴィンテージシリーズ>武器概要/ヴィンテージシリーズ]]|ムーン交換|ゴールドムーン×30|
|&attachref(img/1040500300.png,15%);|裁きの鳴雷|COLOR(brown):土|銃|10|[[ヴェンディダード・レビ++>武器奥義#vendireviend]]|[[地裂の攻刃>スキル一覧#tiretunokoujin]]|[[土の守護>スキル一覧#tutinosyugo]]||150|24|345|169|2530|[[討滅戦武器>武器概要/討滅戦武器]]|[[エクストラクエスト/討滅戦>討滅戦一覧]]|ウォフマナフ討滅戦|
|&attachref(img/1040500400.png,15%);|ジュエルリゾートモデル|COLOR(green):風|銃|25|[[跳弾>武器奥義#tyoudan]]|[[乱気の技巧>スキル一覧#rannkinogikou]]||||23|370|150|2265|恒常コンテンツ武器(その他)|カジノ|カジノ景品交換&br;[[クリスティーナ (SSR)]]加入|
|&attachref(img/1040500500.png,15%);|コロッサスカービン・マグナ|COLOR(red):火|銃|50|[[次元断++>武器奥義#jigendanend]]|[[機炎方陣・守護II>スキル一覧#kienhoujinsyugo2]]|||200|24|405|187|2860|[[マグナシリーズ>武器概要/マグナシリーズ]]|マルチバトル/マグナボス|[[コロッサス・マグナ討伐戦>NORMALマルチバトル攻略法/マグナボス#h9391cef]]|
|&attachref(img/1040500600.png,15%);|シュヴァリエボルト・マグナ|COLOR(orange):光|銃|50|[[光の刃++>武器奥義#hikarinoyaibaend]]|[[騎解方陣・攻刃II>スキル一覧#kikaihoujinkoujin2]]|[[地裂の守護>スキル一覧#]]||200|26|395|189|2850|[[マグナシリーズ>武器概要/マグナシリーズ]]|マルチバトル/マグナボス|[[シュヴァリエ・マグナ討伐戦>NORMALマルチバトル攻略法/マグナボス#l244cd6c]]|
|&attachref(img/1040500700.png,15%);|ファラウェイ|COLOR(green):風|銃|10|[[ウィンドミル・スキャヴェン>武器奥義#windmill]]|[[乱気の守護>スキル一覧#rannkinosyugo]]|[[深緑の装い>スキル一覧#sinryokunoyosooi]]||150|29|455|208|3160|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[レナ (SSR)]]加入|
|&attachref(img/1040502400.png,15%);|ヴリスラグナ|COLOR(blue):水|銃|10|[[デッドエンド++>武器奥義#deadend]]|[[狙撃の極意>スキル一覧#sogekinogokui]]|[[天光の攻刃>スキル一覧#tennkounokoujin]]||150|32|440|210|3140|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[シルヴァ (SSR)]]加入|
|&attachref(img/1040502500.png,15%);|[[ベネディーア>武器/ベネディーア (SSR)]]|COLOR(red):火|銃|40|[[ナバルストライク++>武器奥義#nabalstrike]]|[[紅蓮の攻刃III>スキル一覧#gurennokoujin3]]|[[業火の克己>スキル一覧#goukanokokki]]||150|31|505|240|3600|[[リミテッドシリーズ>武器概要/リミテッドシリーズ]]|レジェンドガチャ(レジェンドフェス)|[[ラカム(リミテッド)>ラカム (SSR)]]加入|
|&attachref(img/1040502600.png,15%);|ティアマトボルト・マグナ|COLOR(green):風|銃|50|[[トルネードディザスター++>武器奥義#tornadedisasterend]]|[[嵐竜方陣・攻刃>スキル一覧#arashiryuuhoujinkoujin]]|[[嵐竜方陣・背水>スキル一覧]]||200|25|400|193|2930|[[マグナシリーズ>武器概要/マグナシリーズ]]|マルチバトル/マグナボス|[[ティアマト・マグナ討伐戦>NORMALマルチバトル攻略法/マグナボス#cc3e7d56]]|
|&attachref(img/1040503400.png,15%);|[[ストラトゥムバンカー>武器/ストラトゥムバンカー (SSR)]]|COLOR(brown):土|銃|10|[[ペネトレーション・エイド>武器奥義#penetrationaid]]|[[地裂の背水>スキル一覧#tiretsunohaisui]]|[[土の攻刃>スキル一覧#tutinokoujin]]||150|31|445|181|2695|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[ユーステス (SSR)]]加入|
|&attachref(img/1040504300.png,15%);|[[エーケイ・フォーエイ>武器/エーケイ・フォーエイ (SSR)]]|COLOR(brown):土|銃|40|[[アブス・スコルピオン>武器奥義#absuscorpion]]|[[地裂の攻刃III>スキル一覧#tiretunokoujin3]]|[[土の乱舞>スキル一覧#tutinoranbu]]||150|34|490|240|3580|[[リミテッドシリーズ>武器概要/リミテッドシリーズ]]|レジェンドガチャ(レジェンドフェス)|[[オイゲン(リミテッド)>オイゲン (SSR)]]加入|
|&attachref(img/1040504400.png,15%);|[[フライクーゲル>武器/フライクーゲル (SSR)]]|COLOR(red):火|銃|50|[[命奪う弾丸>武器奥義#inotiubaudangan]]|[[紅蓮の暴君>スキル一覧#gurennoboukun]]|[[好機到来>スキル一覧#koukitourai]]|||34|509|203|3051|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040504400.png,15%);|[[フライクーゲル>武器/フライクーゲル (SSR)]]|COLOR(blue):水|銃|50|[[命奪う弾丸>武器奥義#inotiubaudangan]]|[[霧氷の暴君>スキル一覧#muhyounoboukun]]|[[好機到来>スキル一覧#koukitourai]]|||34|509|203|3051|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040504400.png,15%);|[[フライクーゲル>武器/フライクーゲル (SSR)]]|COLOR(brown):土|銃|50|[[命奪う弾丸>武器奥義#inotiubaudangan]]|[[地裂の暴君>スキル一覧#tiretsunoboukun]]|[[好機到来>スキル一覧#koukitourai]]|||34|509|203|3051|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040504400.png,15%);|[[フライクーゲル>武器/フライクーゲル (SSR)]]|COLOR(green):風|銃|50|[[命奪う弾丸>武器奥義#inotiubaudangan]]|[[乱気の暴君>スキル一覧#rannkinoboukun]]|[[好機到来>スキル一覧#koukitourai]]|||34|509|203|3051|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040504400.png,15%);|[[フライクーゲル>武器/フライクーゲル (SSR)]]|COLOR(orange):光|銃|50|[[命奪う弾丸>武器奥義#inotiubaudangan]]|[[天光の暴君>スキル一覧#tennkounoboukun]]|[[好機到来>スキル一覧#koukitourai]]|||34|509|203|3051|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040504400.png,15%);|[[フライクーゲル>武器/フライクーゲル (SSR)]]|COLOR(purple):闇|銃|50|[[命奪う弾丸>武器奥義#inotiubaudangan]]|[[奈落の暴君>スキル一覧#narakunoboukun]]|[[好機到来>スキル一覧#koukitourai]]|||34|509|203|3051|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040505100.png,15%);|[[ガン・オブ・コスモス>武器/ガン・オブ・コスモス (SSR)]]|COLOR(orange):光|銃|80|[[メディエーションショット＋>武器奥義#medishot]]|[[ガン・オブ・コスモス>スキル一覧#gocosmos]]|[[秩序の蒼銃(習得Lv150)>スキル一覧#titujonosoujuu]]||150|29|426|176|2633|[[コスモスシリーズ>武器概要/コスモスシリーズ]]|マルチバトル/降臨、調停の翼|ディール/トレジャー交換|
|&attachref(img/1040505700.png,15%);|ラファエル|COLOR(orange):光|銃|10|[[セラフィック・バレッティア>武器奥義#seraphicballetia]]|[[その魂よ、安らかに>スキル一覧#sonotamasiiyoyasurakani]]||||21|360|142|2170|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/コラボイベント|サクラ大戦 ～空駆ける乙女 ～|
|&attachref(img/1040505800.png,15%);|ギガントアームズ|COLOR(purple):闇|銃|10|[[オールブレイク>武器奥義#allbreak]]|[[奈落の攻刃>スキル一覧#narakunokoujin]]||||19|370|140|2180|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]]|ロボミ外伝|
|&attachref(img/1040505900.png,15%);|[[メテオラ>武器/メテオラ (SSR)]]|COLOR(blue):水|銃|20|[[ロ・マン>武器奥義#roman]]|[[霧氷の攻刃>スキル一覧#muhyounokoujin]]|[[水の背水>スキル一覧#mizunohaisui]]||150|35|445|191|2750|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[イングヴェイ (SSR)]]加入|
|&attachref(img/1040506000.png,15%);|[[ケルベロス・オーダー>武器/ケルベロス・オーダー (SSR)]]|COLOR(purple):闇|銃|15|[[ヘルカノン++>武器奥義#hellcanon]]|[[奈落の三手>スキル一覧#narakunosante]]|[[闇の背水>スキル一覧#yaminohaisui]]||150|20|375|167|2585|[[討滅戦武器>武器概要/討滅戦武器]]|討滅戦|ケルベロス討滅戦|
|&attachref(img/1040506100.png,15%);|マイムールヴィジョン|COLOR(brown):土|銃|60|[[ヴィジョン・バンカー>奥義一覧#visionbunker]]|[[地裂の暴君>スキル一覧#tiretsunoboukun]]|[[大地の克己>スキル一覧#daichinokokki]]||150|28|399|168|2493|[[プライマルシリーズ>武器概要/召喚石マルチバトル武器]]|マルチバトル/召喚石マルチ(神撃・究極の竜)|バアル討伐戦|
|&attachref(img/1040506200.png,15%);|サンダー・オブ・ファントム|COLOR(purple):闇|銃|60|[[ダークサンダー>奥義一覧#darkthunder]]|[[奈落の括目>スキル一覧#narakunokatumoku]]|[[憎悪の守護>スキル一覧#zouonosyugo]]||150|23|424|163|2518|[[プライマルシリーズ>武器概要/召喚石マルチバトル武器]]|マルチバトル/召喚石マルチ(神撃・究極の竜)|リッチ討伐戦|
|&attachref(img/1040506300.png,15%);|ナイトメアバンカー|COLOR(brown):土|銃|10|[[ペネトレーション・ブラッド>武器奥義#penetrationblood]]|[[地裂の攻刃>スキル一覧#tiretunokoujin]]|[[土の二手>スキル一覧#tutinonite]]|||30|450|180|2700|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[ユーステス (SSR)ハロウィンバージョン]]加入|
|&attachref(img/1040506400.png,15%);|穿ち門松|COLOR(green):風|銃|10|[[常盤天衝>武器奥義#joubantensyou]]|[[破竹之勢>スキル一覧#hatikunoikioi]]|[[乱気の攻刃>スキル一覧#rannkinokoujin]]|||22|353|143|2166|イベント武器(その他)|イベント/その他|年年歳歳|
|&attachref(img/1040506500.png,15%);|銀の依代の銃|COLOR(orange):光|銃|1|[[銀の瞬き>武器奥義#ginnomatataki]]|[[残夢の匣>スキル一覧#zanmunohako]]|無し||100|20|300|140|2100|依代武器|エクストラクエスト/ディメンション・ヘイロー|－|
|&attachref(img/1040506600.png,15%);|黄金の依代の銃|COLOR(orange):光|銃|1|[[黄金の瞬き>武器奥義#ougonomatataki]]|[[鼓動>スキル一覧#kodou]]|無し||100|21|310|145|2170|依代武器|銀の依代武器を特殊武器強化|－|
|&attachref(img/1040506700.png,15%);|超カッコいいライフル|COLOR(blue):水|銃|10|[[レンジャースモーク>武器奥義#rangersmoke]]|[[超カッコいい攻刃>スキル一覧#tyoukakkoiikoujin]]||||23|348|140|2180|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]]|俺達のレンジャーサイン！|
|&attachref(img/1040508700.png,15%);|セイントスタークラッカー|COLOR(orange):光|銃|10|[[ホーリーレッド++>武器奥義#holyred]]|[[雷電の刹那>スキル一覧#raidennnosetuna]]|[[トレジャートリック>スキル一覧#treasuretrick]]||150|29|456|210|3160|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[マリー (SSR)クリスマスバージョン]]加入|
